gsm	tissue	type	cluster
GSM621755	hSKM_cell_line	H3K27me3	7
GSM621756	hSKM_cell_line	ChIP-Seq_input	12
GSM621757	hSKM_cell_line	H3K9ac	7
GSM621758	hSKM_cell_line	H3K4me2	7
GSM621759	hSKM_cell_line	H3K4me1	7
GSM621760	hSKM_cell_line	H3K4me3	8
GSM663427	H1_cell_line	H3K27ac	9
GSM665037	H9_cell_line	H3K27ac	3
GSM665800	iPS_DF_19.7_cell_line	DNase_hypersensitivity	3
GSM665801	iPS_DF_19.11_cell_line	DNase_hypersensitivity	5
GSM665802	iPS_DF_6.9_cell_line	DNase_hypersensitivity	6
GSM665803	iPS_DF_4.7_cell_line	DNase_hypersensitivity	7
GSM665804	brain_fetal	DNase_hypersensitivity	1
GSM665805	lung_fetal	DNase_hypersensitivity	7
GSM665806	lung_fetal	DNase_hypersensitivity	2
GSM665807	lung_fetal	DNase_hypersensitivity	7
GSM665808	lung_fetal	DNase_hypersensitivity	7
GSM665810	kidney_fetal	DNase_hypersensitivity	7
GSM665811	heart_fetal	DNase_hypersensitivity	5
GSM665812	CD4_primary_cells	DNase_hypersensitivity	7
GSM665813	CD8_primary_cells	DNase_hypersensitivity	6
GSM665814	heart_fetal	DNase_hypersensitivity	6
GSM665815	large_intestine_fetal	DNase_hypersensitivity	6
GSM665816	kidney_fetal	DNase_hypersensitivity	7
GSM665817	heart_fetal	DNase_hypersensitivity	6
GSM665818	large_intestine_fetal	DNase_hypersensitivity	6
GSM665819	brain_fetal	DNase_hypersensitivity	1
GSM665820	CD56_mobilized_primary_cells	DNase_hypersensitivity	7
GSM665821	kidney_fetal	DNase_hypersensitivity	7
GSM665822	kidney_fetal	DNase_hypersensitivity	2
GSM665823	thymus_fetal	DNase_hypersensitivity	7
GSM665824	heart_fetal	DNase_hypersensitivity	7
GSM665825	small_intestine_fetal	DNase_hypersensitivity	7
GSM665826	large_intestine_fetal	DNase_hypersensitivity	7
GSM665827	lung_fetal	DNase_hypersensitivity	7
GSM665828	lung_fetal	DNase_hypersensitivity	7
GSM665829	kidney_fetal	DNase_hypersensitivity	7
GSM665830	heart_fetal	DNase_hypersensitivity	6
GSM665831	heart_fetal	DNase_hypersensitivity	6
GSM665832	lung_fetal	DNase_hypersensitivity	7
GSM665833	kidney_fetal	DNase_hypersensitivity	6
GSM665834	kidney_fetal	DNase_hypersensitivity	5
GSM665835	small_intestine_fetal	DNase_hypersensitivity	7
GSM665836	CD56_primary_cells	DNase_hypersensitivity	6
GSM665837	CD3_primary_cells	DNase_hypersensitivity	6
GSM665838	CD8_primary_cells	DNase_hypersensitivity	5
GSM665839	CD4_primary_cells	DNase_hypersensitivity	6
GSM667608	H9_cell_line	H2AK5ac	2
GSM667609	H9_cell_line	H2AK5ac	2
GSM667610	H9_cell_line	H2BK12ac	9
GSM667611	H9_cell_line	H2BK12ac	9
GSM667612	H9_cell_line	H2BK5ac	7
GSM667613	H9_cell_line	H2BK5ac	2
GSM667614	H1_cell_line	H3K14ac	9
GSM667615	H1_cell_line	H3K14ac	9
GSM667616	H9_cell_line	H3K18ac	3
GSM667617	H1_cell_line	H3K23ac	9
GSM667618	H1_cell_line	H3K23ac	9
GSM667619	H9_cell_line	H3K23ac	2
GSM667620	H9_cell_line	H3K23ac	3
GSM667621	H9_cell_line	H3K23me2	5
GSM667622	H9_cell_line	H3K27me3	3
GSM667623	H9_cell_line	H3K36me3	5
GSM667624	H1_cell_line	H3K4ac	2
GSM667625	H9_cell_line	H3K4ac	9
GSM667626	H9_cell_line	H3K4me1	6
GSM667627	H1_cell_line	H3K56ac	2
GSM667628	H9_cell_line	H3K56ac	9
GSM667629	H9_cell_line	H3K79me1	3
GSM667630	H9_cell_line	H3K79me2	9
GSM667631	H9_cell_line	H3K9me3	5
GSM667632	H9_cell_line	H3K9me3	3
GSM667633	H9_cell_line	H3K9me3	3
GSM667634	H9_cell_line	H4K20me1	5
GSM667635	H9_cell_line	H4K5ac	9
GSM667636	H9_cell_line	H4K5ac	9
GSM667637	H9_cell_line	H4K8ac	3
GSM667638	H9_cell_line	H4K8ac	3
GSM667639	H9_cell_line	H4K91ac	3
GSM667640	H9_cell_line	H4K91ac	3
GSM667641	H1_cell_line	ChIP-Seq_input	4
GSM667642	H1_cell_line	ChIP-Seq_input	9
GSM667643	H9_cell_line	ChIP-Seq_input	1
GSM669582	peripheral_blood_mononuclear_primary_cells	smRNA-Seq	5
GSM669584	CD4_memory_primary_cells	smRNA-Seq	5
GSM669585	CD8_naive_primary_cells	smRNA-Seq	5
GSM669586	breast_luminal_epithelial_cells	smRNA-Seq	5
GSM669587	breast_myoepithelial_cells	smRNA-Seq	5
GSM669588	breast_stem_cells	smRNA-Seq	5
GSM669589	penis_foreskin_keratinocyte_primary_cells	H3K4me3	13
GSM669590	penis_foreskin_keratinocyte_primary_cells	H3K9ac	13
GSM669591	penis_foreskin_keratinocyte_primary_cells	H3K4me1	13
GSM669592	penis_foreskin_keratinocyte_primary_cells	H3K27me3	2
GSM669593	CD8_naive_primary_cells	H3K36me3	11
GSM669594	breast_vHMEC	H3K27me3	2
GSM669595	breast_luminal_epithelial_cells	H3K4me1	5
GSM669596	breast_luminal_epithelial_cells	H3K9me3	10
GSM669597	breast_luminal_epithelial_cells	H3K36me3	9
GSM669599	CD4_memory_primary_cells	MRE-Seq	13
GSM669600	neurosphere_cultured_cells_cortex_derived	MRE-Seq	13
GSM669601	neurosphere_cultured_cells_ganglionic_eminence_derived	MRE-Seq	13
GSM669602	neurosphere_cultured_cells_cortex_derived	MRE-Seq	13
GSM669603	neurosphere_cultured_cells_ganglionic_eminence_derived	MRE-Seq	13
GSM669604	brain_fetal	MRE-Seq	13
GSM669605	brain_fetal	MRE-Seq	13
GSM669606	peripheral_blood_mononuclear_primary_cells	MeDIP-Seq	2
GSM669607	CD4_naive_primary_cells	MeDIP-Seq	2
GSM669608	CD4_memory_primary_cells	MeDIP-Seq	2
GSM669609	CD8_naive_primary_cells	MeDIP-Seq	2
GSM669610	neurosphere_cultured_cells_cortex_derived	MeDIP-Seq	9
GSM669611	neurosphere_cultured_cells_ganglionic_eminence_derived	MeDIP-Seq	9
GSM669612	neurosphere_cultured_cells_cortex_derived	MeDIP-Seq	9
GSM669613	neurosphere_cultured_cells_ganglionic_eminence_derived	MeDIP-Seq	9
GSM669614	brain_fetal	MeDIP-Seq	9
GSM669615	brain_fetal	MeDIP-Seq	9
GSM669616	peripheral_blood_mononuclear_primary_cells	mRNA-Seq	13
GSM669617	CD4_naive_primary_cells	mRNA-Seq	13
GSM669618	CD4_memory_primary_cells	mRNA-Seq	13
GSM669619	CD8_naive_primary_cells	mRNA-Seq	13
GSM669620	breast_luminal_epithelial_cells	mRNA-Seq	13
GSM669621	breast_myoepithelial_cells	mRNA-Seq	13
GSM669622	breast_stem_cells	mRNA-Seq	13
GSM669623	brain_fetal	H3K9ac	11
GSM669624	brain_fetal	H3K4me3	11
GSM669625	brain_fetal	H3K27me3	4
GSM669885	HUES6_cell_line	H3K4me1	2
GSM669886	HUES6_cell_line	H3K9me3	7
GSM669887	HUES6_cell_line	H3K27me3	7
GSM669888	HUES6_cell_line	ChIP-Seq_input	12
GSM669889	HUES6_cell_line	H3K4me3	3
GSM669890	HUES6_cell_line	H3K9ac	7
GSM669891	HUES6_cell_line	H3K4me1	7
GSM669892	HUES6_cell_line	H3K36me3	7
GSM669893	HUES6_cell_line	H3K4me3	7
GSM669894	HUES6_cell_line	H3K9me3	1
GSM669895	HUES6_cell_line	ChIP-Seq_input	12
GSM669896	ES-WA7_cell_line	H3K9ac	1
GSM669897	HUES6_cell_line	H3K27me3	6
GSM669898	HUES6_cell_line	H3K36me3	7
GSM669904	adipose_nuclei	H3K9ac	2
GSM669905	brain_cingulate_gyrus	H3K4me3	12
GSM669906	brain_hippocampus_middle	H3K9ac	2
GSM669907	CD34_mobilized_primary_cells	H3K4me1	2
GSM669908	adipose_nuclei	H3K4me1	7
GSM669909	chondrocytes_from_bone_marrow_derived_mesenchymal_stem_cells	H3K4me1	9
GSM669910	liver	ChIP-Seq_input	4
GSM669911	bone_marrow_derived_mesenchymal_stem_cells	H3K4me1	9
GSM669912	lung_fetal	H3K36me3	2
GSM669913	brain_hippocampus_middle	H3K27me3	1
GSM669914	chondrocytes_from_bone_marrow_derived_mesenchymal_stem_cells	H3K36me3	7
GSM669915	brain_anterior_caudate	H3K27me3	12
GSM669916	chondrocytes_from_bone_marrow_derived_mesenchymal_stem_cells	H3K27me3	7
GSM669917	chondrocytes_from_bone_marrow_derived_mesenchymal_stem_cells	H3K9ac	7
GSM669918	brain_inferior_temporal_lobe	H3K9ac	2
GSM669919	chondrocytes_from_bone_marrow_derived_mesenchymal_stem_cells	H3K9me3	8
GSM669920	bone_marrow_derived_mesenchymal_stem_cells	H3K4me1	2
GSM669921	stomach_smooth_muscle	H3K9ac	12
GSM669922	adipose_nuclei	H3K9ac	2
GSM669923	brain_cingulate_gyrus	H3K9me3	12
GSM669924	bone_marrow_derived_mesenchymal_stem_cells	H3K4me3	4
GSM669925	adipose_nuclei	H3K4me3	1
GSM669926	ES-WA7_cell_line	ChIP-Seq_input	1
GSM669927	chondrocytes_from_bone_marrow_derived_mesenchymal_stem_cells	H3K4me1	7
GSM669928	HUES64_cell_line	H3K9me3	10
GSM669929	CD34_mobilized_primary_cells	ChIP-Seq_input	12
GSM669930	adipose_nuclei	H3K27me3	1
GSM669931	liver	H3K36me3	6
GSM669932	HUES64_cell_line	H3K36me3	9
GSM669933	adipose_nuclei	H3K9me3	8
GSM669934	adipose_nuclei	ChIP-Seq_input	12
GSM669935	chondrocytes_from_bone_marrow_derived_mesenchymal_stem_cells	H3K36me3	2
GSM669936	HUES48_cell_line	H3K4me3	6
GSM669937	bone_marrow_derived_mesenchymal_stem_cells	H3K9ac	11
GSM669938	adipose_nuclei	H3K9ac	2
GSM669939	lung_fetal	H3K9me3	8
GSM669940	adipose_nuclei	ChIP-Seq_input	12
GSM669941	brain_substantia_nigra	H3K4me1	1
GSM669942	HUES48_cell_line	H3K27me3	2
GSM669943	CD34_mobilized_primary_cells	H3K4me3	1
GSM669944	brain_fetal	ChIP-Seq_input	10
GSM669945	CD34_mobilized_primary_cells	H3K27me3	1
GSM669946	bone_marrow_derived_mesenchymal_stem_cells	ChIP-Seq_input	12
GSM669947	brain_substantia_nigra	H3K36me3	1
GSM669948	skeletal_muscle	ChIP-Seq_input	4
GSM669949	rectal_mucosa	H3K9ac	12
GSM669950	brain_anterior_caudate	H3K9ac	1
GSM669951	bone_marrow_derived_mesenchymal_stem_cells	H3K36me3	1
GSM669952	adipose_nuclei	H3K36me3	2
GSM669953	brain_substantia_nigra	H3K27me3	12
GSM669954	HUES48_cell_line	H3K4me1	2
GSM669955	CD34_mobilized_primary_cells	H3K36me3	7
GSM669956	lung_fetal	ChIP-Seq_input	12
GSM669957	bone_marrow_derived_mesenchymal_stem_cells	H3K27me3	1
GSM669958	bone_marrow_derived_mesenchymal_stem_cells	ChIP-Seq_input	4
GSM669959	chondrocytes_from_bone_marrow_derived_mesenchymal_stem_cells	H3K27me3	7
GSM669960	brain_mid_frontal_lobe	ChIP-Seq_input	12
GSM669961	CD34_mobilized_primary_cells	ChIP-Seq_input	11
GSM669962	brain_hippocampus_middle	H3K4me1	2
GSM669963	HUES64_cell_line	H3K9ac	2
GSM669964	rectal_smooth_muscle	H3K4me1	1
GSM669965	brain_mid_frontal_lobe	H3K9me3	12
GSM669966	HUES64_cell_line	H3K4me1	2
GSM669967	HUES64_cell_line	H3K4me3	6
GSM669968	adipose_nuclei	H3K9me3	8
GSM669969	lung_fetal	H3K4me1	2
GSM669970	brain_anterior_caudate	H3K4me1	1
GSM669971	brain_hippocampus_middle	ChIP-Seq_input	12
GSM669972	liver	H3K4me1	2
GSM669973	brain_substantia_nigra	H3K9me3	12
GSM669974	HUES64_cell_line	H3K27me3	6
GSM669975	adipose_nuclei	H3K4me1	6
GSM669976	adipose_nuclei	H3K9me3	8
GSM669977	brain_substantia_nigra	H3K9ac	1
GSM669978	brain_anterior_caudate	ChIP-Seq_input	12
GSM669979	adipose_nuclei	H3K36me3	2
GSM669980	bone_marrow_derived_mesenchymal_stem_cells	H3K4me1	12
GSM669981	adipose_nuclei	H3K9me3	8
GSM669982	brain_mid_frontal_lobe	H3K36me3	1
GSM669983	bone_marrow_derived_mesenchymal_stem_cells	H3K9ac	1
GSM669984	adipose_nuclei	ChIP-Seq_input	12
GSM669985	brain_cingulate_gyrus	H3K36me3	1
GSM669986	liver	H3K9me3	8
GSM669987	bone_marrow_derived_mesenchymal_stem_cells	ChIP-Seq_input	12
GSM669988	adipose_nuclei	H3K4me3	2
GSM669989	bone_marrow_derived_mesenchymal_stem_cells	H3K9me3	12
GSM669990	chondrocytes_from_bone_marrow_derived_mesenchymal_stem_cells	H3K4me3	7
GSM669991	bone_marrow_derived_mesenchymal_stem_cells	H3K4me3	1
GSM669992	brain_inferior_temporal_lobe	H3K4me3	1
GSM669993	lung_fetal	ChIP-Seq_input	12
GSM669994	brain_anterior_caudate	H3K9me3	12
GSM669995	CD34_mobilized_primary_cells	H3K9me3	2
GSM669996	bone_marrow_derived_mesenchymal_stem_cells	H3K36me3	1
GSM669997	adipose_nuclei	H3K36me3	3
GSM669998	adipose_nuclei	H3K4me3	1
GSM669999	bone_marrow_derived_mesenchymal_stem_cells	H3K9ac	1
GSM670000	chondrocytes_from_bone_marrow_derived_mesenchymal_stem_cells	H3K4me1	6
GSM670001	brain_hippocampus_middle	H3K9me3	12
GSM670002	brain_hippocampus_middle	H3K36me3	1
GSM670003	brain_cingulate_gyrus	ChIP-Seq_input	12
GSM670004	chondrocytes_from_bone_marrow_derived_mesenchymal_stem_cells	H3K4me3	1
GSM670005	brain_inferior_temporal_lobe	H3K9me3	12
GSM670006	bone_marrow_derived_mesenchymal_stem_cells	ChIP-Seq_input	12
GSM670007	bone_marrow_derived_mesenchymal_stem_cells	H3K27me3	1
GSM670008	liver	ChIP-Seq_input	12
GSM670009	bone_marrow_derived_mesenchymal_stem_cells	H3K27me3	2
GSM670010	brain_inferior_temporal_lobe	ChIP-Seq_input	12
GSM670011	brain_inferior_temporal_lobe	H3K36me3	2
GSM670012	chondrocytes_from_bone_marrow_derived_mesenchymal_stem_cells	H3K36me3	6
GSM670013	HUES48_cell_line	H3K9ac	1
GSM670014	adipose_nuclei	H3K36me3	8
GSM670015	brain_mid_frontal_lobe	H3K4me1	1
GSM670016	brain_mid_frontal_lobe	H3K4me3	12
GSM670017	adipose_nuclei	H3K27me3	1
GSM670018	bone_marrow_derived_mesenchymal_stem_cells	H3K9me3	4
GSM670019	bone_marrow_derived_mesenchymal_stem_cells	H3K4me3	12
GSM670020	adipose_derived_mesenchymal_stem_cells	H3K9ac	2
GSM670021	brain_mid_frontal_lobe	H3K9ac	1
GSM670022	brain_hippocampus_middle	H3K4me3	1
GSM670023	chondrocytes_from_bone_marrow_derived_mesenchymal_stem_cells	H3K9me3	8
GSM670024	chondrocytes_from_bone_marrow_derived_mesenchymal_stem_cells	H3K4me1	6
GSM670025	kidney	H3K4me1	11
GSM670026	brain_anterior_caudate	H3K36me3	1
GSM670027	adipose_nuclei	H3K9ac	2
GSM670028	bone_marrow_derived_mesenchymal_stem_cells	H3K9me3	12
GSM670029	chondrocytes_from_bone_marrow_derived_mesenchymal_stem_cells	ChIP-Seq_input	4
GSM670030	chondrocytes_from_bone_marrow_derived_mesenchymal_stem_cells	H3K9ac	7
GSM670031	brain_anterior_caudate	H3K4me3	12
GSM670032	brain_cingulate_gyrus	H3K9ac	2
GSM670033	brain_cingulate_gyrus	H3K4me1	1
GSM670034	chondrocytes_from_bone_marrow_derived_mesenchymal_stem_cells	H3K4me3	1
GSM670035	adipose_nuclei	H3K27me3	1
GSM670036	brain_inferior_temporal_lobe	H3K4me1	2
GSM670037	bone_marrow_derived_mesenchymal_stem_cells	H3K36me3	2
GSM670038	brain_substantia_nigra	H3K4me3	12
GSM670039	HUES48_cell_line	H3K36me3	7
GSM670040	chondrocytes_from_bone_marrow_derived_mesenchymal_stem_cells	H3K9me3	8
GSM670041	adipose_nuclei	H3K4me3	2
GSM670042	brain_substantia_nigra	ChIP-Seq_input	12
GSM670043	adipose_nuclei	ChIP-Seq_input	12
GSM670044	chondrocytes_from_bone_marrow_derived_mesenchymal_stem_cells	ChIP-Seq_input	12
GSM670045	adipose_nuclei	H3K4me1	7
GSM693275	breast_vHMEC	H3K36me3	1
GSM693276	breast_myoepithelial_cells	H3K9ac	7
GSM693277	breast_myoepithelial_cells	H3K4me3	6
GSM693278	breast_luminal_epithelial_cells	H3K27me3	7
GSM701487	small_intestine_fetal	DNase_hypersensitivity	6
GSM701488	CD3_mobilized_primary_cells	DNase_hypersensitivity	6
GSM701489	CD4_mobilized_primary_cells	DNase_hypersensitivity	6
GSM701490	large_intestine_fetal	DNase_hypersensitivity	7
GSM701491	CD4_mobilized_primary_cells	DNase_hypersensitivity	6
GSM701492	CD19_primary_cells	DNase_hypersensitivity	6
GSM701493	CD19_primary_cells	DNase_hypersensitivity	6
GSM701494	kidney_renal_cortex_fetal	DNase_hypersensitivity	7
GSM701495	large_intestine_fetal	DNase_hypersensitivity	7
GSM701496	small_intestine_fetal	DNase_hypersensitivity	7
GSM701497	thymus_fetal	DNase_hypersensitivity	9
GSM701498	stomach_fetal	DNase_hypersensitivity	6
GSM701499	CD8_primary_cells	DNase_hypersensitivity	6
GSM701500	CD20_primary_cells	DNase_hypersensitivity	2
GSM701501	kidney_renal_pelvis_fetal	DNase_hypersensitivity	6
GSM701502	kidney_renal_cortex_fetal	DNase_hypersensitivity	6
GSM701503	CD14_primary_cells	DNase_hypersensitivity	6
GSM701504	small_intestine_fetal	DNase_hypersensitivity	5
GSM701505	muscle_fetal	DNase_hypersensitivity	2
GSM701506	muscle_fetal	DNase_hypersensitivity	7
GSM701507	CD19_primary_cells	DNase_hypersensitivity	6
GSM701508	CD56_primary_cells	DNase_hypersensitivity	7
GSM701509	spleen_fetal	DNase_hypersensitivity	7
GSM701510	kidney_renal_pelvis_fetal	DNase_hypersensitivity	6
GSM701511	kidney_renal_cortex_fetal	DNase_hypersensitivity	5
GSM701512	lung_fetal	DNase_hypersensitivity	6
GSM701513	thymus_fetal	DNase_hypersensitivity	9
GSM701514	large_intestine_fetal	DNase_hypersensitivity	7
GSM701515	kidney_fetal	DNase_hypersensitivity	2
GSM701516	CD3_primary_cells	DNase_hypersensitivity	5
GSM701517	kidney_renal_cortex_fetal	DNase_hypersensitivity	2
GSM701518	kidney_renal_pelvis_fetal	DNase_hypersensitivity	6
GSM701519	kidney_renal_cortex_fetal	DNase_hypersensitivity	6
GSM701520	kidney_renal_pelvis_fetal	DNase_hypersensitivity	6
GSM701521	stomach_fetal	DNase_hypersensitivity	7
GSM701522	muscle_fetal	DNase_hypersensitivity	6
GSM701523	lung_fetal	DNase_hypersensitivity	7
GSM701524	lung_fetal	DNase_hypersensitivity	6
GSM701525	CD3_cord_blood_primary_cells	DNase_hypersensitivity	6
GSM701526	CD3_cord_blood_primary_cells	DNase_hypersensitivity	6
GSM701527	lung_fetal	DNase_hypersensitivity	6
GSM701528	stomach_fetal	DNase_hypersensitivity	2
GSM701529	kidney_renal_cortex_fetal	DNase_hypersensitivity	7
GSM701530	small_intestine_fetal	DNase_hypersensitivity	7
GSM701531	large_intestine_fetal	DNase_hypersensitivity	7
GSM701532	kidney_renal_cortex_fetal	DNase_hypersensitivity	6
GSM701533	muscle_fetal	DNase_hypersensitivity	6
GSM701534	lung_fetal	DNase_hypersensitivity	7
GSM701535	muscle_fetal	DNase_hypersensitivity	6
GSM701536	muscle_fetal	DNase_hypersensitivity	6
GSM701537	thymus_fetal	DNase_hypersensitivity	7
GSM701538	stomach_fetal	DNase_hypersensitivity	6
GSM701539	CD4_primary_cells	DNase_hypersensitivity	13
GSM701540	CD8_primary_cells	DNase_hypersensitivity	5
GSM701541	CD14_primary_cells	DNase_hypersensitivity	6
GSM706046	H1_+BMP4_cell_line	mRNA-Seq	13
GSM706047	H1_+BMP4_cell_line	mRNA-Seq	13
GSM706048	H1_derived_neuronal_progenitor_cultured_cells	mRNA-Seq	13
GSM706049	H1_derived_neuronal_progenitor_cultured_cells	mRNA-Seq	13
GSM706050	iPS_DF_19.11_cell_line	mRNA-Seq	13
GSM706051	iPS_DF_19.11_cell_line	mRNA-Seq	13
GSM706052	iPS_DF_6.9_cell_line	mRNA-Seq	5
GSM706062	H9_cell_line	H2BK15ac	9
GSM706063	H9_cell_line	H2BK15ac	7
GSM706064	H9_cell_line	H3K18ac	7
GSM706065	iPS_DF_19.11_cell_line	H3K27ac	9
GSM706066	H9_cell_line	H3K27me3	2
GSM706067	iPS_DF_19.11_cell_line	H3K27me3	2
GSM706068	iPS_DF_6.9_cell_line	H3K27me3	9
GSM706070	iPS_DF_6.9_cell_line	H3K36me3	9
GSM706071	H9_cell_line	H3K4me1	2
GSM706072	iPS_DF_19.11_cell_line	H3K4me1	3
GSM706073	iPS_DF_6.9_cell_line	H3K4me1	9
GSM706074	iPS_DF_19.11_cell_line	H3K4me3	9
GSM706075	iPS_DF_6.9_cell_line	H3K4me3	3
GSM706076	H9_cell_line	H3K56ac	3
GSM706077	H9_cell_line	H3K79me1	3
GSM706078	H9_cell_line	H3K79me2	2
GSM706079	iPS_DF_19.11_cell_line	H3K9me3	9
GSM706080	iPS_DF_6.9_cell_line	H3K9me3	9
GSM706081	H9_cell_line	ChIP-Seq_input	12
GSM706082	iPS_DF_19.11_cell_line	ChIP-Seq_input	4
GSM706083	iPS_DF_6.9_cell_line	ChIP-Seq_input	3
GSM706843	CD34_mobilized_primary_cells	H3K36me3	6
GSM706844	CD34_mobilized_primary_cells	H3K27me3	7
GSM706845	CD34_mobilized_primary_cells	H3K4me1	6
GSM706846	CD34_mobilized_primary_cells	ChIP-Seq_input	12
GSM706847	CD34_mobilized_primary_cells	ChIP-Seq_input	12
GSM706848	heart_fetal	H3K4me1	9
GSM706849	heart_fetal	H3K9ac	7
GSM706850	brain_fetal	H3K4me1	7
GSM706851	brain_fetal	ChIP-Seq_input	12
GSM706852	lung_fetal	H3K27me3	2
GSM706853	lung_fetal	H3K4me1	7
GSM706854	lung_fetal	H3K9ac	2
GSM706855	lung_fetal	ChIP-Seq_input	12
GSM706856	heart_fetal	ChIP-Seq_input	4
GSM706999	brain_fetal	H3K4me3	11
GSM707000	brain_fetal	H3K9me3	4
GSM707001	brain_fetal	H3K27me3	3
GSM707002	brain_fetal	H3K36me3	9
GSM707003	neurosphere_cultured_cells_cortex_derived	H3K4me1	1
GSM707004	neurosphere_cultured_cells_cortex_derived	H3K4me3	2
GSM707005	neurosphere_cultured_cells_cortex_derived	H3K9me3	10
GSM707006	neurosphere_cultured_cells_cortex_derived	H3K27me3	1
GSM707007	neurosphere_cultured_cells_cortex_derived	H3K36me3	1
GSM707008	neurosphere_cultured_cells_ganglionic_eminence_derived	H3K4me1	1
GSM707009	neurosphere_cultured_cells_ganglionic_eminence_derived	H3K4me3	6
GSM707010	neurosphere_cultured_cells_ganglionic_eminence_derived	H3K9me3	8
GSM707011	neurosphere_cultured_cells_ganglionic_eminence_derived	H3K27me3	12
GSM707012	neurosphere_cultured_cells_ganglionic_eminence_derived	H3K36me3	1
GSM707013	neurosphere_cultured_cells_cortex_derived	ChIP-Seq_input	12
GSM707014	neurosphere_cultured_cells_ganglionic_eminence_derived	ChIP-Seq_input	12
GSM707015	brain_fetal	MRE-Seq	13
GSM707016	penis_foreskin_melanocyte_primary_cells	MRE-Seq	13
GSM707017	penis_foreskin_fibroblast_primary_cells	MRE-Seq	13
GSM707018	penis_foreskin_keratinocyte_primary_cells	MRE-Seq	13
GSM707019	brain_fetal	MeDIP-Seq	9
GSM707020	penis_foreskin_melanocyte_primary_cells	MeDIP-Seq	3
GSM707021	penis_foreskin_fibroblast_primary_cells	MeDIP-Seq	3
GSM707022	penis_foreskin_keratinocyte_primary_cells	MeDIP-Seq	3
GSM707023	brain_fetal	MeDIP-Seq	9
GSM723021	brain_fetal	Digital_genomic_footprinting	11
GSM723022	CD34_mobilized_primary_cells	Digital_genomic_footprinting	2
GSM723023	heart_fetal	Digital_genomic_footprinting	11
GSM723024	IMR90_cell_line	Digital_genomic_footprinting	1
GSM723025	lung_fetal	Digital_genomic_footprinting	2
GSM751270	neurosphere_cultured_cells_cortex_derived	mRNA-Seq	13
GSM751271	neurosphere_cultured_cells_ganglionic_eminence_derived	mRNA-Seq	13
GSM751272	neurosphere_cultured_cells_cortex_derived	mRNA-Seq	13
GSM751273	neurosphere_cultured_cells_ganglionic_eminence_derived	mRNA-Seq	13
GSM751274	brain_fetal	mRNA-Seq	13
GSM751275	brain_fetal	mRNA-Seq	13
GSM751276	penis_foreskin_melanocyte_primary_cells	mRNA-Seq	13
GSM751277	penis_foreskin_fibroblast_primary_cells	mRNA-Seq	13
GSM751278	penis_foreskin_keratinocyte_primary_cells	mRNA-Seq	13
GSM751279	neurosphere_cultured_cells_cortex_derived	mRNA-Seq	13
GSM751280	neurosphere_cultured_cells_cortex_derived	smRNA-Seq	13
GSM751281	neurosphere_cultured_cells_ganglionic_eminence_derived	smRNA-Seq	13
GSM751282	neurosphere_cultured_cells_cortex_derived	smRNA-Seq	13
GSM751283	brain_fetal	smRNA-Seq	13
GSM751284	brain_fetal	smRNA-Seq	13
GSM751285	brain_fetal	smRNA-Seq	13
GSM751286	brain_fetal	smRNA-Seq	13
GSM751287	neurosphere_cultured_cells_ganglionic_eminence_derived	smRNA-Seq	13
GSM751288	neurosphere_cultured_cells_cortex_derived	smRNA-Seq	13
GSM752962	H9_cell_line	H2BK120ac	6
GSM752963	H9_cell_line	H2BK20ac	7
GSM752964	H9_cell_line	H3K14ac	2
GSM752965	iPS_DF_19.11_cell_line	H3K27ac	9
GSM752966	iPS_DF_19.11_cell_line	H3K27ac	2
GSM752967	iPS_DF_6.9_cell_line	H3K27ac	9
GSM752968	H1_BMP4_derived_mesendoderm_cultured_cells	H3K27me3	11
GSM752969	H1_BMP4_derived_mesendoderm_cultured_cells	H3K27me3	9
GSM752970	iPS_DF_19.11_cell_line	H3K27me3	2
GSM752971	iPS_DF_6.9_cell_line	H3K27me3	9
GSM752972	H1_BMP4_derived_mesendoderm_cultured_cells	H3K36me3	11
GSM752974	iPS_DF_19.11_cell_line	H3K36me3	5
GSM752975	iPS_DF_6.9_cell_line	H3K36me3	5
GSM752976	H9_cell_line	H3K4ac	7
GSM752977	H1_BMP4_derived_mesendoderm_cultured_cells	H3K4me1	11
GSM752978	H1_BMP4_derived_mesendoderm_cultured_cells	H3K4me1	9
GSM752979	iPS_DF_19.11_cell_line	H3K4me1	5
GSM752980	iPS_DF_6.9_cell_line	H3K4me1	5
GSM752981	H1_BMP4_derived_mesendoderm_cultured_cells	H3K4me2	11
GSM752982	H1_BMP4_derived_mesendoderm_cultured_cells	H3K4me2	3
GSM752983	H1_BMP4_derived_mesendoderm_cultured_cells	H3K4me3	11
GSM752984	iPS_DF_19.11_cell_line	H3K4me3	5
GSM752985	iPS_DF_6.9_cell_line	H3K4me3	3
GSM752986	IMR90_cell_line	H3K9me1	5
GSM752987	IMR90_cell_line	H3K9me1	6
GSM752988	iPS_DF_19.11_cell_line	H3K9me3	5
GSM752989	iPS_DF_6.9_cell_line	H3K9me3	2
GSM752990	H1_cell_line	H4K5ac	9
GSM752991	H1_cell_line	H4K91ac	9
GSM752992	iPS_DF_19.11_cell_line	ChIP-Seq_input	3
GSM752993	iPS_DF_6.9_cell_line	ChIP-Seq_input	2
GSM753425	H1_BMP4_derived_mesendoderm_cultured_cells	H3K27ac	9
