chr	start	end	GSM1027306	GSM1027310	GSM1027311	GSM1027320	GSM1027322	GSM1027325	GSM1027326	GSM1027328	GSM1027334	GSM1027335	GSM468792	GSM468801	GSM493384	GSM493386	GSM493387	GSM530651	GSM530652	GSM530653	GSM530654	GSM530657	GSM530658	GSM530659	GSM530660	GSM530661	GSM530663	GSM530664	GSM530665	GSM530666	GSM595913	GSM595914	GSM595917	GSM595918	GSM595919	GSM595920	GSM595922	GSM595923	GSM595926	GSM595928	GSM665800	GSM665801	GSM665802	GSM665803	GSM665804	GSM665811	GSM665812	GSM665813	GSM665814	GSM665817	GSM665819	GSM665820	GSM665824	GSM665830	GSM665831	GSM665836	GSM665837	GSM665838	GSM665839	GSM701488	GSM701489	GSM701491	GSM701492	GSM701493	GSM701499	GSM701500	GSM701503	GSM701507	GSM701508	GSM701516	GSM701525	GSM701526	GSM701539	GSM701540	GSM701541	GSM753973	GSM753974	GSM774201	GSM774203	GSM774208	GSM817160	GSM817165	GSM817166	GSM817167	GSM817198	GSM817215	GSM817220	GSM878612	GSM878613	GSM878614	GSM878615	GSM878616	GSM878621	GSM878628	GSM878630	GSM878650	GSM878651	GSM878652	GSM878658	GSM906379	GSM906380	GSM906381	Stem15	Stem16	Stem6
chr2	180000000	181000000	0.228144	0.232622	0.363413	0.332601	0.301362	0.353116	0.302058	0.21999	0.316403	0.342613	0.215774	0.19836	0.10501	0.200836	0.243201	0.123572	0.145377	0.258853	0.149268	0.131912	0.145124	0.125846	0.173606	0.207718	0.244986	0.249828	0.292727	0.23245	0.169197	0.200328	0.160641	0.17169	0.128073	0.154377	0.215896	0.18567	0.160069	0.132682	0.164257	0.161189	0.184763	0.18457	0.27882	0.147431	0.194824	0.260672	0.170943	0.229266	0.244115	0.258285	0.264977	0.184882	0.221425	0.085267	0.124664	0.090311	0.140496	0.29004	0.231552	0.185121	0.172511	0.168491	0.179637	0.226371	0.148559	0.198441	0.238374	0.19725	0.134239	0.12977	0.098534	0.097538	0.162436	0.159591	0.166372	0.260688	0.226529	0.103254	0.152091	0.226634	0.184009	0.211998	0.193684	0.177219	0.183977	0.343372	0.229106	0.337377	0.274611	0.32911	0.237435	0.221933	0.217873	0.238981	0.202248	0.201961	0.281593	0.34192	0.205125	0.242828	0.503581	0.015588	0.530546
chr2	181000000	182000000	0.190917	0.201493	0.340769	0.323184	0.243469	0.342442	0.30449	0.217685	0.2999	0.33095	0.221179	0.195908	0.091784	0.189655	0.231669	0.114415	0.136107	0.224427	0.114833	0.123523	0.137617	0.120577	0.16583	0.152644	0.230037	0.23785	0.286387	0.23031	0.160393	0.19849	0.157177	0.166593	0.120619	0.143562	0.19515	0.165073	0.149913	0.12957	0.137649	0.136662	0.164664	0.167334	0.263471	0.103054	0.206726	0.288089	0.119176	0.17735	0.25154	0.271024	0.212532	0.137441	0.163778	0.090423	0.136449	0.104375	0.143008	0.3081	0.243429	0.194222	0.158923	0.153803	0.199043	0.209372	0.135799	0.194656	0.246795	0.232697	0.149711	0.121276	0.098958	0.110466	0.152676	0.164514	0.165328	0.264976	0.165399	0.094831	0.166558	0.209172	0.190565	0.197802	0.186469	0.168933	0.148922	0.314551	0.21442	0.32931	0.255315	0.306582	0.219386	0.219853	0.173482	0.219216	0.189907	0.18854	0.258939	0.324882	0.21739	0.260408	0.506088	0.01497	0.534247
chr2	182000000	183000000	0.194367	0.21324	0.359492	0.349296	0.288144	0.367833	0.332882	0.224927	0.31814	0.364265	0.228963	0.201728	0.150518	0.22904	0.278754	0.120925	0.170335	0.238994	0.135615	0.207449	0.19467	0.171974	0.222638	0.184872	0.273952	0.267569	0.297557	0.236085	0.167254	0.234613	0.214874	0.241131	0.197368	0.149401	0.222139	0.18938	0.156639	0.131576	0.146088	0.139762	0.166637	0.163843	0.284263	0.121402	0.250501	0.366902	0.144498	0.209865	0.26248	0.319533	0.258114	0.167213	0.189924	0.127031	0.189854	0.151711	0.210046	0.385345	0.314449	0.249589	0.205657	0.196776	0.272326	0.254847	0.152541	0.237495	0.299753	0.32236	0.189687	0.155804	0.135463	0.146489	0.18125	0.177128	0.182354	0.288279	0.19451	0.173488	0.222791	0.217266	0.266479	0.204629	0.190971	0.174983	0.175476	0.322537	0.219341	0.360974	0.26239	0.315271	0.231504	0.248812	0.197269	0.23408	0.195139	0.191171	0.266777	0.330565	0.230823	0.273376	0.509569	0.012873	0.537083
chr2	183000000	184000000	0.222698	0.222863	0.350588	0.326337	0.366495	0.346214	0.307249	0.248324	0.333745	0.345557	0.221051	0.203899	0.105272	0.193096	0.235695	0.129666	0.140058	0.253267	0.16375	0.13515	0.144719	0.125065	0.175665	0.206344	0.234629	0.239642	0.300047	0.233839	0.170479	0.198913	0.157155	0.170299	0.132067	0.156658	0.215543	0.182713	0.171988	0.146614	0.156759	0.15635	0.180696	0.17363	0.309904	0.149843	0.185884	0.251871	0.182671	0.24298	0.266404	0.262566	0.297919	0.19501	0.23514	0.084904	0.124695	0.088707	0.129415	0.286955	0.224515	0.18226	0.148558	0.146563	0.18129	0.246407	0.135824	0.186295	0.229411	0.208383	0.133544	0.115684	0.099749	0.095895	0.145784	0.14819	0.155697	0.260126	0.242208	0.108398	0.156712	0.217046	0.183015	0.208336	0.202361	0.193844	0.208727	0.340374	0.236524	0.336499	0.276962	0.324189	0.239824	0.226619	0.232127	0.24315	0.214847	0.209424	0.277103	0.349325	0.245403	0.288593	0.507781	0.012654	0.529417
chr2	184000000	185000000	0.178352	0.179437	0.324475	0.281452	0.234034	0.299626	0.280127	0.193545	0.281866	0.316163	0.170431	0.157221	0.08109	0.175588	0.212657	0.108598	0.12772	0.197962	0.1207	0.102513	0.120406	0.105414	0.145767	0.151349	0.21401	0.222582	0.234148	0.186281	0.143285	0.179664	0.131362	0.137843	0.100021	0.119687	0.177957	0.150506	0.133236	0.107665	0.142706	0.138381	0.156682	0.15763	0.239379	0.109438	0.166413	0.208535	0.126973	0.179225	0.215136	0.22642	0.21415	0.137046	0.178556	0.069002	0.09961	0.068523	0.1012	0.241714	0.189721	0.157151	0.124872	0.124768	0.151779	0.199558	0.126861	0.166334	0.200897	0.164114	0.115521	0.100851	0.087092	0.085093	0.133032	0.120654	0.12412	0.244853	0.165943	0.068029	0.119971	0.193049	0.146314	0.18498	0.18931	0.167231	0.148456	0.305293	0.206993	0.318189	0.23631	0.292427	0.21663	0.20711	0.159895	0.196682	0.174667	0.168106	0.235663	0.313766	0.187145	0.214342	0.492546	0.013814	0.5281
chr2	185000000	186000000	0.180966	0.187639	0.331653	0.273098	0.221076	0.3204	0.297021	0.204678	0.293178	0.324112	0.178402	0.154685	0.096941	0.185372	0.221225	0.107606	0.135061	0.194392	0.095987	0.1343	0.135268	0.119918	0.157755	0.124619	0.23484	0.225716	0.234182	0.186274	0.140885	0.1851	0.158166	0.172359	0.135963	0.13618	0.20071	0.1647	0.13955	0.118423	0.115486	0.110695	0.129963	0.140212	0.26066	0.078188	0.174337	0.234066	0.084496	0.14834	0.252609	0.223083	0.179465	0.107898	0.137977	0.076835	0.107895	0.078109	0.120918	0.267906	0.205251	0.167653	0.132284	0.136089	0.162141	0.207728	0.127481	0.176815	0.212426	0.179271	0.122081	0.112539	0.087555	0.086911	0.140276	0.111902	0.119221	0.258187	0.123216	0.100044	0.126811	0.193445	0.154175	0.180684	0.169929	0.15656	0.114079	0.295045	0.19086	0.302394	0.221203	0.274209	0.208091	0.201408	0.131423	0.20895	0.189486	0.179826	0.251998	0.314045	0.210703	0.244896	0.546577	0.019885	0.557455
chr2	186000000	187000000	0.182619	0.181238	0.325794	0.275905	0.214836	0.314162	0.280192	0.197785	0.286531	0.313905	0.166979	0.141546	0.079388	0.16566	0.212545	0.10092	0.119381	0.199769	0.091459	0.105862	0.11611	0.101816	0.143164	0.128286	0.214472	0.21119	0.226559	0.176683	0.13846	0.172919	0.134731	0.139069	0.104507	0.122364	0.178813	0.148451	0.136602	0.108544	0.135285	0.133828	0.15334	0.155143	0.236267	0.08038	0.16591	0.21738	0.090914	0.141287	0.242282	0.221033	0.170205	0.107033	0.127076	0.071428	0.104863	0.070672	0.10809	0.251128	0.193378	0.160107	0.117867	0.124681	0.154782	0.205529	0.116672	0.163526	0.20515	0.169774	0.120147	0.097165	0.083089	0.08394	0.128963	0.13307	0.141292	0.249291	0.125847	0.070149	0.12661	0.189018	0.146986	0.181224	0.170378	0.152915	0.11838	0.306341	0.204911	0.305017	0.22438	0.299074	0.224246	0.201722	0.1343	0.192528	0.177387	0.170047	0.250285	0.309006	0.200092	0.223582	0.531322	0.018422	0.552689
chr2	187000000	188000000	0.222357	0.225947	0.364501	0.312277	0.278095	0.328942	0.30357	0.22294	0.324321	0.336953	0.208726	0.189931	0.120079	0.199162	0.243764	0.118699	0.148221	0.252981	0.128116	0.153759	0.157218	0.138796	0.181842	0.168254	0.249158	0.244726	0.27263	0.22379	0.158111	0.207662	0.172757	0.188132	0.14742	0.144211	0.192033	0.160116	0.15694	0.135877	0.159848	0.156067	0.175861	0.175226	0.273045	0.117286	0.182534	0.24672	0.139017	0.202691	0.253687	0.252797	0.233208	0.164357	0.189303	0.082992	0.117864	0.085994	0.127667	0.280439	0.222541	0.180043	0.137503	0.13825	0.174028	0.227303	0.13994	0.175926	0.22244	0.196364	0.131152	0.109453	0.099338	0.095569	0.153875	0.157387	0.165585	0.261111	0.190356	0.118239	0.141007	0.221631	0.178323	0.202555	0.206266	0.186047	0.173585	0.328172	0.222623	0.340869	0.270017	0.316574	0.23751	0.233253	0.192445	0.219848	0.197705	0.189725	0.277279	0.346297	0.21651	0.250731	0.505919	0.015444	0.536851
chr2	188000000	189000000	0.215432	0.202474	0.344364	0.305211	0.27324	0.34524	0.307344	0.213112	0.358604	0.33769	0.19672	0.182094	0.111192	0.198895	0.237761	0.111041	0.141189	0.225186	0.126676	0.150257	0.151638	0.127337	0.178942	0.171157	0.247372	0.231648	0.264765	0.210287	0.152595	0.196268	0.175823	0.186849	0.142184	0.134332	0.205989	0.172204	0.136044	0.112983	0.169092	0.171033	0.207772	0.208718	0.250191	0.102874	0.179265	0.230027	0.129218	0.19945	0.269822	0.229878	0.256398	0.162799	0.182647	0.079039	0.106846	0.076881	0.116594	0.261962	0.201439	0.170336	0.126825	0.126264	0.160946	0.224206	0.126348	0.163567	0.20984	0.175546	0.123854	0.104868	0.091139	0.086782	0.146227	0.133466	0.144565	0.25634	0.181589	0.114582	0.129092	0.204299	0.157387	0.188573	0.208539	0.191287	0.1722	0.349709	0.239733	0.330519	0.240361	0.337507	0.249944	0.218997	0.199635	0.217756	0.17649	0.181214	0.262918	0.33511	0.221484	0.255245	0.528758	0.017259	0.548729
chr2	189000000	190000000	0.220164	0.234381	0.386929	0.331212	0.278272	0.35933	0.327063	0.216703	0.391679	0.361825	0.246973	0.221948	0.088717	0.178971	0.225317	0.111353	0.133098	0.267259	0.159794	0.108556	0.128386	0.11296	0.157783	0.196963	0.224672	0.232792	0.312495	0.252247	0.153877	0.185296	0.14415	0.157414	0.1157	0.130795	0.194992	0.16191	0.142811	0.118151	0.172213	0.167741	0.197516	0.201395	0.258707	0.129338	0.186854	0.237554	0.169865	0.236032	0.259207	0.243515	0.310723	0.208875	0.228095	0.075756	0.113276	0.076785	0.116483	0.277936	0.214045	0.177497	0.130332	0.132783	0.164444	0.238523	0.125078	0.168583	0.213914	0.192048	0.130099	0.100044	0.092927	0.093978	0.14	0.156973	0.158641	0.263033	0.217228	0.07968	0.131235	0.220487	0.16862	0.205091	0.223311	0.206906	0.206562	0.357458	0.24333	0.344498	0.238513	0.337075	0.24769	0.234554	0.244313	0.216352	0.199845	0.186516	0.296416	0.326189	0.278457	0.323798	0.533444	0.017881	0.55129
chr2	190000000	191000000	0.228794	0.222873	0.358977	0.346218	0.316127	0.352863	0.301407	0.196368	0.404184	0.346194	0.23456	0.216853	0.119494	0.199569	0.252782	0.099434	0.149161	0.24786	0.149679	0.158946	0.166264	0.138911	0.185211	0.18279	0.244023	0.24178	0.312789	0.253318	0.144233	0.207281	0.179426	0.194765	0.154388	0.106207	0.157327	0.137921	0.13331	0.10233	0.1578	0.158167	0.17031	0.168322	0.221533	0.132048	0.215059	0.306589	0.165054	0.224881	0.214249	0.308521	0.260345	0.184083	0.206419	0.098313	0.151664	0.110717	0.16943	0.340024	0.273518	0.217068	0.162006	0.160959	0.222206	0.265921	0.146989	0.202358	0.252613	0.268934	0.170996	0.128349	0.11974	0.121645	0.159902	0.163566	0.165484	0.274275	0.213035	0.130916	0.18149	0.218833	0.237311	0.204171	0.214117	0.193565	0.189452	0.310527	0.213242	0.346119	0.244763	0.308791	0.225952	0.235661	0.214128	0.194807	0.168677	0.162456	0.274056	0.31863	0.243304	0.284176	0.50562	0.015367	0.533259
chr2	191000000	192000000	0.27474	0.261812	0.39611	0.396797	0.364202	0.37197	0.333495	0.232872	0.386504	0.386333	0.251265	0.232261	0.167141	0.24565	0.286365	0.129247	0.197776	0.303684	0.233295	0.221352	0.218219	0.187176	0.239998	0.287592	0.289742	0.284036	0.337519	0.268941	0.177649	0.24934	0.221753	0.247072	0.200082	0.149338	0.210908	0.18058	0.165455	0.141943	0.185521	0.185041	0.19966	0.198854	0.27197	0.228437	0.291092	0.423296	0.262306	0.324021	0.250744	0.388937	0.36488	0.288193	0.331575	0.15503	0.235304	0.194584	0.249438	0.440387	0.381661	0.283971	0.223774	0.215477	0.317787	0.322769	0.173563	0.256909	0.328126	0.392181	0.227574	0.163096	0.177868	0.186623	0.194491	0.212196	0.213217	0.303552	0.334282	0.20383	0.254836	0.257351	0.327548	0.23537	0.217785	0.198959	0.30681	0.348088	0.249899	0.373798	0.27723	0.346252	0.251645	0.260079	0.311961	0.236841	0.206815	0.200522	0.31769	0.340689	0.242895	0.289128	0.489747	0.012389	0.522816
chr2	192000000	193000000	0.252675	0.246763	0.38088	0.377267	0.33867	0.375891	0.3466	0.23432	0.368713	0.399058	0.27807	0.253878	0.148533	0.226239	0.283765	0.130304	0.177199	0.291366	0.176747	0.191445	0.196709	0.163376	0.219525	0.231411	0.267929	0.275766	0.361741	0.290741	0.178651	0.245153	0.195973	0.221679	0.176743	0.169793	0.26285	0.226339	0.161093	0.134724	0.173984	0.174808	0.19502	0.191174	0.284225	0.164755	0.231149	0.342986	0.187978	0.261192	0.277837	0.319786	0.303989	0.226809	0.251669	0.125072	0.168014	0.131351	0.182313	0.371239	0.297053	0.236209	0.190946	0.188349	0.242567	0.280474	0.171568	0.228214	0.305071	0.292122	0.176027	0.146307	0.133158	0.139828	0.189542	0.214513	0.218226	0.284838	0.267624	0.158103	0.204687	0.235463	0.252827	0.227771	0.218615	0.206752	0.232597	0.349633	0.243302	0.398231	0.28208	0.340372	0.251385	0.278788	0.25501	0.260727	0.208147	0.218744	0.303897	0.355414	0.260904	0.314113	0.496167	0.012861	0.525272
chr2	193000000	194000000	0.182662	0.1868	0.327551	0.277742	0.211836	0.329209	0.303712	0.203031	0.29557	0.32129	0.172626	0.149919	0.088503	0.171219	0.21428	0.10347	0.128299	0.197392	0.107399	0.112488	0.122277	0.111043	0.152466	0.149924	0.220027	0.224768	0.229805	0.18082	0.143137	0.171437	0.143815	0.151512	0.1132	0.128035	0.193025	0.152717	0.131143	0.104875	0.115681	0.108172	0.130555	0.135405	0.249419	0.093335	0.181817	0.24377	0.103648	0.16938	0.265992	0.242745	0.214072	0.134985	0.161755	0.078174	0.112058	0.078367	0.116406	0.274008	0.205832	0.171509	0.135247	0.137458	0.16638	0.200559	0.121339	0.173826	0.22437	0.188052	0.126317	0.106596	0.089123	0.094338	0.131856	0.117979	0.125842	0.257025	0.152795	0.080051	0.13112	0.198502	0.156615	0.185325	0.148331	0.140942	0.13935	0.286762	0.188566	0.308519	0.214769	0.265774	0.199482	0.208634	0.166029	0.207138	0.168452	0.177005	0.254886	0.299933	0.186897	0.208136	0.539927	0.018289	0.557584
chr2	194000000	195000000	0.171872	0.178681	0.312411	0.262164	0.19802	0.318883	0.288539	0.19189	0.28645	0.308029	0.157222	0.136284	0.084446	0.169517	0.207759	0.092107	0.121935	0.182733	0.079123	0.114977	0.124116	0.105708	0.148966	0.106398	0.216755	0.212084	0.210272	0.161787	0.129764	0.16982	0.142904	0.151518	0.121765	0.112071	0.159229	0.129417	0.122154	0.102743	0.109817	0.109701	0.128968	0.135745	0.223803	0.063375	0.17609	0.238846	0.072738	0.132866	0.247106	0.224788	0.153874	0.091464	0.109079	0.081422	0.110161	0.077786	0.115223	0.266166	0.209174	0.164991	0.130426	0.126129	0.162265	0.185762	0.116143	0.170561	0.221441	0.188152	0.123073	0.104541	0.084914	0.089983	0.125409	0.115088	0.121545	0.25228	0.107514	0.080455	0.130836	0.182616	0.157715	0.170807	0.152166	0.144103	0.101951	0.281091	0.17785	0.287114	0.19663	0.258926	0.191563	0.187898	0.114219	0.18799	0.158442	0.16186	0.234116	0.294024	0.179637	0.195811	0.543156	0.022369	0.564118
chr2	195000000	196000000	0.162496	0.199036	0.332766	0.272609	0.201627	0.316335	0.295721	0.202304	0.290131	0.31214	0.161586	0.135309	0.07696	0.169283	0.20748	0.099124	0.120816	0.219603	0.077975	0.105189	0.11328	0.098514	0.142911	0.092169	0.206976	0.210594	0.213423	0.171875	0.138816	0.170735	0.133559	0.140605	0.100129	0.127544	0.183907	0.15001	0.13152	0.107296	0.105584	0.100855	0.124475	0.123082	0.251821	0.05899	0.178561	0.234272	0.062038	0.123542	0.265332	0.24033	0.135475	0.082709	0.102443	0.073011	0.107478	0.077397	0.112879	0.26712	0.20944	0.168096	0.127945	0.128151	0.164632	0.178023	0.11655	0.164622	0.216075	0.189611	0.123554	0.099164	0.081231	0.083502	0.12914	0.107856	0.122236	0.25246	0.098749	0.068323	0.127335	0.190347	0.162378	0.176702	0.14265	0.135212	0.086324	0.277971	0.177995	0.291007	0.202913	0.259395	0.191792	0.191643	0.114915	0.204702	0.171012	0.173162	0.252782	0.29482	0.172305	0.188458	0.542585	0.022858	0.554905
chr2	196000000	197000000	0.230022	0.228408	0.361663	0.30618	0.241235	0.326222	0.292047	0.205733	0.301373	0.329867	0.217307	0.199037	0.128176	0.206785	0.252158	0.113277	0.157649	0.259455	0.126014	0.17452	0.166658	0.143554	0.192607	0.16449	0.262229	0.250606	0.291972	0.231793	0.154739	0.214384	0.179625	0.195506	0.152803	0.126868	0.184798	0.154361	0.142321	0.118056	0.164697	0.165981	0.183238	0.177604	0.243203	0.11962	0.217228	0.313645	0.1335	0.190484	0.236082	0.30289	0.216613	0.153956	0.17785	0.109561	0.162321	0.118305	0.17367	0.337583	0.272023	0.215049	0.186088	0.185968	0.228095	0.223659	0.148856	0.218152	0.266973	0.282613	0.171302	0.145235	0.125512	0.126305	0.161465	0.145228	0.15337	0.265066	0.18368	0.131272	0.185316	0.220874	0.242085	0.20965	0.18882	0.176829	0.161771	0.336407	0.229563	0.333515	0.233446	0.324386	0.231832	0.225561	0.177119	0.212457	0.186395	0.18477	0.269691	0.305769	0.198227	0.229374	0.499774	0.01201	0.525956
chr2	197000000	198000000	0.230356	0.2584	0.400642	0.33686	0.334611	0.341127	0.318537	0.247528	0.340026	0.349513	0.233825	0.217595	0.146381	0.219192	0.269063	0.132063	0.172658	0.292829	0.211217	0.19245	0.187954	0.157896	0.210011	0.251133	0.257161	0.257881	0.318456	0.254516	0.17779	0.227201	0.193019	0.214548	0.17149	0.165017	0.218857	0.189633	0.17404	0.149169	0.159858	0.161003	0.16966	0.161841	0.298258	0.20946	0.272566	0.37604	0.248242	0.303737	0.252958	0.396765	0.3628	0.26506	0.313488	0.131194	0.211903	0.166601	0.228721	0.409652	0.347929	0.260776	0.231238	0.219593	0.285075	0.246044	0.163424	0.259036	0.298871	0.347005	0.213716	0.172006	0.158606	0.163128	0.175888	0.164077	0.172848	0.290882	0.295912	0.152042	0.232571	0.250804	0.298881	0.228318	0.20473	0.190289	0.280718	0.324479	0.221376	0.357187	0.278041	0.322819	0.232359	0.238872	0.283235	0.249846	0.220376	0.216053	0.308672	0.339538	0.242666	0.285447	0.495472	0.011581	0.520578
chr2	198000000	199000000	0.221566	0.266771	0.403013	0.352289	0.37316	0.342514	0.303627	0.244947	0.365194	0.349123	0.224711	0.209726	0.159843	0.232277	0.275761	0.133649	0.177352	0.32103	0.188493	0.204661	0.201825	0.172167	0.216729	0.228294	0.268051	0.266211	0.302251	0.243338	0.172852	0.233702	0.197026	0.216829	0.180669	0.157826	0.220695	0.194461	0.17435	0.145023	0.177818	0.182009	0.196154	0.189353	0.287133	0.181772	0.308005	0.410173	0.219792	0.267724	0.252558	0.387863	0.32475	0.238123	0.287719	0.147827	0.247316	0.198699	0.277815	0.46146	0.406187	0.311551	0.228996	0.218886	0.312121	0.237767	0.177424	0.25691	0.313149	0.403557	0.251563	0.169075	0.191774	0.190096	0.192626	0.153471	0.152875	0.295278	0.277029	0.16764	0.257555	0.26974	0.353344	0.2454	0.211897	0.201551	0.24499	0.352506	0.257614	0.345277	0.274166	0.335566	0.245187	0.241586	0.262763	0.247965	0.224399	0.214426	0.328481	0.334272	0.216186	0.255456	0.484293	0.011938	0.520141
chr2	199000000	200000000	0.173262	0.188062	0.334445	0.292568	0.22403	0.3297	0.304806	0.248491	0.297446	0.333693	0.193121	0.170981	0.090839	0.184488	0.235689	0.150157	0.13968	0.200088	0.107025	0.116684	0.13238	0.115634	0.158092	0.138374	0.222482	0.238127	0.252479	0.200544	0.188649	0.199112	0.145479	0.160942	0.115706	0.204588	0.180598	0.142829	0.187966	0.165201	0.135103	0.127565	0.149457	0.153095	0.296611	0.096332	0.188984	0.240712	0.097469	0.158683	0.313814	0.257718	0.174159	0.11729	0.145794	0.077478	0.115335	0.082325	0.11882	0.279662	0.211604	0.174498	0.128981	0.134787	0.169612	0.221789	0.131641	0.170661	0.218587	0.191223	0.1291	0.108832	0.09423	0.095378	0.144333	0.128711	0.131615	0.255766	0.149237	0.086014	0.133235	0.206314	0.16971	0.198583	0.165362	0.152635	0.129638	0.310045	0.202124	0.318588	0.233131	0.296184	0.216731	0.209143	0.143052	0.222079	0.229413	0.23164	0.253127	0.311621	0.178258	0.196771	0.504255	0.015322	0.531654
chr2	200000000	201000000	0.226034	0.228836	0.367701	0.327011	0.262052	0.332522	0.310764	0.295536	0.322342	0.356764	0.226709	0.211312	0.136016	0.216199	0.265289	0.197968	0.165145	0.257601	0.130986	0.163425	0.172578	0.141926	0.19712	0.158526	0.256816	0.263918	0.307189	0.248206	0.237551	0.227633	0.169718	0.195029	0.146079	0.241425	0.207609	0.17985	0.225014	0.190869	0.191855	0.198186	0.219849	0.210899	0.343136	0.128644	0.206101	0.276026	0.121624	0.189086	0.324297	0.274518	0.198177	0.150707	0.174555	0.090708	0.132797	0.097998	0.142546	0.309932	0.249882	0.196228	0.156733	0.149191	0.191546	0.251161	0.151482	0.190574	0.240818	0.233074	0.145044	0.125515	0.114424	0.112999	0.167479	0.155295	0.158087	0.27041	0.187887	0.138749	0.155014	0.229766	0.205574	0.223057	0.199421	0.190955	0.153421	0.351986	0.26334	0.349888	0.27663	0.349403	0.259022	0.238066	0.171694	0.257209	0.283796	0.279426	0.272679	0.339005	0.20845	0.24158	0.487448	0.012679	0.518767
chr2	201000000	202000000	0.264322	0.257793	0.397478	0.395719	0.363419	0.368067	0.331131	0.24127	0.395682	0.387079	0.265136	0.250185	0.156007	0.225829	0.282127	0.131913	0.185552	0.304213	0.170019	0.195406	0.203928	0.169236	0.224364	0.19669	0.268244	0.275146	0.366987	0.298603	0.170394	0.242608	0.194545	0.213835	0.180083	0.141995	0.190722	0.172869	0.164787	0.139991	0.209628	0.218318	0.229823	0.212573	0.260411	0.159063	0.255346	0.371703	0.168248	0.235107	0.221975	0.347386	0.24409	0.199754	0.223918	0.13519	0.193518	0.158834	0.214046	0.400795	0.338053	0.257554	0.216302	0.206243	0.268333	0.28793	0.18723	0.248131	0.301312	0.343078	0.201221	0.171363	0.168977	0.169947	0.195715	0.202857	0.205905	0.28426	0.258129	0.172248	0.228538	0.266166	0.289773	0.243681	0.242702	0.234082	0.204546	0.354168	0.269736	0.379287	0.289127	0.353814	0.259526	0.270212	0.231726	0.24406	0.208428	0.203658	0.319286	0.34981	0.261436	0.303306	0.480253	0.011676	0.513935
chr2	202000000	203000000	0.281513	0.251509	0.385035	0.364687	0.354043	0.330157	0.286787	0.238591	0.360735	0.360778	0.258942	0.245032	0.161447	0.227799	0.28534	0.124893	0.187919	0.285754	0.160693	0.209158	0.213051	0.181635	0.226529	0.196653	0.267393	0.278704	0.346634	0.282704	0.164485	0.247911	0.199418	0.22877	0.18898	0.142777	0.187877	0.171946	0.164884	0.137275	0.208494	0.214988	0.224413	0.209227	0.252133	0.163293	0.244484	0.350977	0.163202	0.243305	0.204897	0.32806	0.247897	0.19833	0.225337	0.122876	0.181167	0.152639	0.202511	0.387674	0.319364	0.242468	0.221185	0.207582	0.264667	0.269197	0.174096	0.251117	0.287726	0.332932	0.191108	0.168367	0.162502	0.161876	0.188701	0.187378	0.187517	0.270721	0.25623	0.18821	0.211207	0.244182	0.28627	0.232168	0.223218	0.214025	0.198128	0.350557	0.270406	0.355954	0.311235	0.351912	0.259107	0.245883	0.224145	0.24113	0.200961	0.196634	0.288929	0.364179	0.22666	0.27398	0.467163	0.011321	0.508418
chr2	203000000	204000000	0.289252	0.241246	0.365361	0.333407	0.309074	0.320515	0.261548	0.218554	0.356464	0.319229	0.215694	0.206716	0.129768	0.18902	0.250791	0.106149	0.155715	0.272442	0.147973	0.156924	0.167776	0.139583	0.183079	0.177063	0.2268	0.239435	0.300018	0.23938	0.139781	0.205185	0.16001	0.180642	0.147659	0.125641	0.156709	0.142537	0.139467	0.115826	0.178103	0.186619	0.201156	0.180926	0.228596	0.152332	0.230436	0.314693	0.1577	0.208168	0.181084	0.298969	0.230516	0.184163	0.207297	0.106579	0.167954	0.147728	0.187376	0.363042	0.298838	0.217729	0.200727	0.19216	0.246199	0.224379	0.149469	0.234972	0.252301	0.306084	0.179224	0.157181	0.142313	0.148308	0.158255	0.157132	0.155343	0.260418	0.224711	0.13592	0.19857	0.241073	0.268679	0.21572	0.203415	0.197457	0.188353	0.330377	0.247363	0.316838	0.254298	0.327632	0.238668	0.22443	0.197901	0.209602	0.18921	0.186163	0.29821	0.310619	0.209627	0.252927	0.496649	0.013318	0.519621
chr2	204000000	205000000	0.252687	0.230884	0.366793	0.370723	0.332729	0.349818	0.296494	0.248545	0.351917	0.358148	0.23637	0.217507	0.130902	0.199524	0.267991	0.12653	0.162441	0.271195	0.171049	0.162519	0.170407	0.146038	0.193955	0.207723	0.239556	0.255571	0.312794	0.252399	0.16539	0.216536	0.166811	0.190183	0.143246	0.150039	0.202619	0.179216	0.161836	0.135807	0.174678	0.174028	0.186358	0.173899	0.266912	0.163837	0.274393	0.368175	0.178025	0.249065	0.228064	0.400225	0.28401	0.218387	0.234911	0.120115	0.214506	0.162953	0.250692	0.426182	0.370124	0.267094	0.163084	0.154004	0.279105	0.251134	0.175087	0.194345	0.286425	0.370456	0.230582	0.132723	0.175156	0.163728	0.183744	0.175905	0.174996	0.287148	0.256056	0.130113	0.219739	0.228725	0.325007	0.215523	0.197817	0.187805	0.224692	0.313043	0.232456	0.340843	0.26918	0.318009	0.231939	0.228254	0.232238	0.24292	0.204464	0.202856	0.277562	0.321861	0.22152	0.268023	0.483449	0.011087	0.515168
